year,region_id,policy_id,policy_label,total
2009,1,45,Infraestructuras,2493034842.00
2009,1,46,"Investigación, Desarrollo e Innovación",561141451.00
2009,1,49,Otras Actuaciones de Carácter Económico,354316153.00
2009,1,91,Alta Dirección,108374277.00
2009,1,92,Servicios de Carácter General,896771293.00
2009,1,93,Administración Financiera y Tributaria,141373339.00
2009,1,94,Transferencias a otras Administraciones Públicas,2383648884.00
2009,1,95,Deuda Pública,1236732310.00
2010,1,11,Justicia,462144948.00
2010,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,97826152.00
2010,1,14,Política Exterior,117042612.00
2010,1,21,Pensiones,46105532.00
2010,1,23,Servicios Sociales y Promoción Social,2150707116.00
2010,1,24,Fomento del Empleo,1391464576.00
2010,1,26,Acceso a la Vivienda y Fomento de la Edificación,421288904.00
2010,1,31,Sanidad,9739268911.00
2010,1,32,Educación,7337182276.00
2010,1,33,Cultura,420548584.00
2010,1,41,"Agricultura, Pesca y Alimentación",2464069555.00
2010,1,42,Industria y Energía,132519546.00
2010,1,43,"Comercio, Turismo y Pymes",930420096.00
2010,1,45,Infraestructuras,2072319656.00
2010,1,46,"Investigación, Desarrollo e Innovación",599678163.00
2010,1,49,Otras Actuaciones de Carácter Económico,305504293.00
2010,1,91,Alta Dirección,102559143.00
2010,1,92,Servicios de Carácter General,790505620.00
2010,1,93,Administración Financiera y Tributaria,122810398.00
2010,1,94,Transferencias a otras Administraciones Públicas,2376520216.00
2010,1,95,Deuda Pública,1657211714.00
2011,1,11,Justicia,495715435.00
2011,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,115233970.00
2011,1,14,Política Exterior,140000849.00
2011,1,21,Pensiones,42071160.00
2011,1,23,Servicios Sociales y Promoción Social,2145904378.00
2011,1,24,Fomento del Empleo,1139014808.00
2011,1,26,Acceso a la Vivienda y Fomento de la Edificación,132982170.00
2011,1,31,Sanidad,9332507871.00
2011,1,32,Educación,7039965605.00
2011,1,33,Cultura,301752869.00
2011,1,41,"Agricultura, Pesca y Alimentación",2364419117.00
2011,1,42,Industria y Energía,133594932.00
2011,1,43,"Comercio, Turismo y Pymes",483615068.00
2011,1,45,Infraestructuras,1543339594.00
2011,1,46,"Investigación, Desarrollo e Innovación",645089891.00
2011,1,49,Otras Actuaciones de Carácter Económico,227605875.00
2011,1,91,Alta Dirección,94780470.00
2011,1,92,Servicios de Carácter General,461738332.00
2011,1,93,Administración Financiera y Tributaria,100701614.00
2011,1,94,Transferencias a otras Administraciones Públicas,2858116663.00
2011,1,95,Deuda Pública,1884041393.00
2012,1,11,Justicia,499620520.00
2012,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,116795755.00
2012,1,14,Política Exterior,121620581.00
2012,1,21,Pensiones,39660740.00
2012,1,23,Servicios Sociales y Promoción Social,2253383283.00
2012,1,24,Fomento del Empleo,1137870556.00
2012,1,26,Acceso a la Vivienda y Fomento de la Edificación,136023803.00
2012,1,31,Sanidad,9330045801.00
2012,1,32,Educación,7191879041.00
2012,1,33,Cultura,269885669.00
2012,1,41,"Agricultura, Pesca y Alimentación",2339083749.00
2012,1,42,Industria y Energía,106043815.00
2012,1,43,"Comercio, Turismo y Pymes",443590048.00
2012,1,45,Infraestructuras,1250264256.00
2012,1,46,"Investigación, Desarrollo e Innovación",683636589.00
2012,1,49,Otras Actuaciones de Carácter Económico,231984444.00
2012,1,91,Alta Dirección,92863530.00
2012,1,92,Servicios de Carácter General,463795407.00
2012,1,93,Administración Financiera y Tributaria,104754002.00
2012,1,94,Transferencias a otras Administraciones Públicas,2979067074.00
2012,1,95,Deuda Pública,2228207053.00
2013,1,11,Justicia,498307517.00
2013,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,55437258.00
2013,1,14,Política Exterior,96013279.00
2013,1,21,Pensiones,29229748.00
2013,1,23,Servicios Sociales y Promoción Social,2010413716.00
2013,1,24,Fomento del Empleo,629687364.00
2013,1,26,Acceso a la Vivienda y Fomento de la Edificación,125705849.00
2013,1,31,Sanidad,8384655968.00
2013,1,32,Educación,6573354253.00
2013,1,33,Cultura,219664000.00
2013,1,41,"Agricultura, Pesca y Alimentación",2696319491.00
2013,1,42,Industria y Energía,223397625.00
2013,1,43,"Comercio, Turismo y Pymes",250206566.00
2013,1,45,Infraestructuras,838992373.00
2013,1,46,"Investigación, Desarrollo e Innovación",644562209.00
2013,1,49,Otras Actuaciones de Carácter Económico,230312580.00
2013,1,91,Alta Dirección,124376793.00
2013,1,92,Servicios de Carácter General,405688349.00
2013,1,93,Administración Financiera y Tributaria,100436819.00
2013,1,94,Transferencias a otras Administraciones Públicas,2989063343.00
2013,1,95,Deuda Pública,3580877726.00
2014,1,11,Justicia,478651494.00
2014,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,46902627.00
2014,1,14,Política Exterior,49201294.00
2014,1,21,Pensiones,27237360.00
2014,1,23,Servicios Sociales y Promoción Social,1968074078.00
2014,1,24,Fomento del Empleo,630765915.00
2014,1,26,Acceso a la Vivienda y Fomento de la Edificación,139745445.00
2014,1,31,Sanidad,8210623562.00
2014,1,32,Educación,6438774663.00
2014,1,33,Cultura,170238801.00
2014,1,41,"Agricultura, Pesca y Alimentación",2492187081.00
2014,1,42,Industria y Energía,275791092.00
2014,1,43,"Comercio, Turismo y Pymes",287868205.00
2014,1,45,Infraestructuras,860164564.00
2014,1,46,"Investigación, Desarrollo e Innovación",509228286.00
2014,1,49,Otras Actuaciones de Carácter Económico,233487205.00
2014,1,91,Alta Dirección,122817946.00
2014,1,92,Servicios de Carácter General,388384665.00
2014,1,93,Administración Financiera y Tributaria,100195710.00
2014,1,94,Transferencias a otras Administraciones Públicas,2988371550.00
2014,1,95,Deuda Pública,3204796010.00
2015,1,11,Justicia,471136743.00
2015,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,47732539.00
2015,1,14,Política Exterior,49382633.00
2015,1,21,Pensiones,24702410.00
2015,1,23,Servicios Sociales y Promoción Social,1967678469.00
2015,1,24,Fomento del Empleo,676255119.00
2015,1,26,Acceso a la Vivienda y Fomento de la Edificación,192176379.00
2015,1,31,Sanidad,8413908288.00
2015,1,32,Educación,6588442076.00
2015,1,33,Cultura,176726176.00
2015,1,41,"Agricultura, Pesca y Alimentación",2595457814.00
2015,1,42,Industria y Energía,166659426.00
2015,1,43,"Comercio, Turismo y Pymes",299593278.00
2015,1,44,Subvenciones al Transporte,78018852.00
2015,1,45,Infraestructuras,829898414.00
2015,1,46,"Investigación, Desarrollo e Innovación",501296352.00
2015,1,49,Otras Actuaciones de Carácter Económico,228531414.00
2015,1,91,Alta Dirección,125027768.00
2015,1,92,Servicios de Carácter General,385610536.00
2015,1,93,Administración Financiera y Tributaria,129454335.00
2015,1,94,Transferencias a otras Administraciones Públicas,3036030610.00
2015,1,95,Deuda Pública,2642477414.00
2006,2,11,Justicia,2067002.55
2006,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,11960196.72
2006,2,14,Política Exterior,9370297.87
2006,2,21,Pensiones,9788150.00
2006,2,23,Servicios Sociales y Promoción Social,191228685.41
2006,2,24,Fomento del Empleo,130724997.43
2006,2,26,Acceso a la Vivienda y Fomento de la Edificación,69038093.29
2006,2,31,Sanidad,1523964612.93
2006,2,32,Educación,879006963.75
2006,2,33,Cultura,80343366.03
2006,2,41,"Agricultura, Pesca y Alimentación",744453401.97
2006,2,42,Industria y Energía,43876733.41
2006,2,43,"Comercio, Turismo y Pymes",53553613.39
2006,2,45,Infraestructuras,369805907.11
2006,2,46,"Investigación, Desarrollo e Innovación",43759216.41
2006,2,49,Otras Actuaciones de Carácter Económico,11888143.12
2006,2,91,Alta Dirección,29255449.05
2006,2,92,Servicios de Carácter General,354694341.45
2006,2,93,Administración Financiera y Tributaria,42931413.18
2006,2,94,Transferencias a otras Administraciones Públicas,61687852.00
2006,2,95,Deuda Pública,139113338.35
2007,2,11,Justicia,2184166.07
2007,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,14665633.80
2007,2,14,Política Exterior,9581320.32
2007,2,21,Pensiones,10009000.00
2007,2,23,Servicios Sociales y Promoción Social,225832509.96
2007,2,24,Fomento del Empleo,135858553.48
2007,2,26,Acceso a la Vivienda y Fomento de la Edificación,75312493.93
2007,2,31,Sanidad,1634959121.82
2007,2,32,Educación,957951235.04
2007,2,33,Cultura,126797254.99
2007,2,41,"Agricultura, Pesca y Alimentación",757100182.38
2007,2,42,Industria y Energía,46435885.48
2007,2,43,"Comercio, Turismo y Pymes",62291818.87
2007,2,45,Infraestructuras,352312913.07
2007,2,46,"Investigación, Desarrollo e Innovación",50667658.97
2007,2,49,Otras Actuaciones de Carácter Económico,13281105.81
2007,2,91,Alta Dirección,33753183.23
2007,2,92,Servicios de Carácter General,340238758.78
2007,2,93,Administración Financiera y Tributaria,105104781.20
2007,2,94,Transferencias a otras Administraciones Públicas,61764832.50
2007,2,95,Deuda Pública,146610597.17
2008,2,11,Justicia,53722868.91
2008,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,14666100.88
2008,2,14,Política Exterior,9993463.63
2008,2,21,Pensiones,19420000.00
2008,2,23,Servicios Sociales y Promoción Social,253688954.21
2008,2,24,Fomento del Empleo,139293380.33
2008,2,26,Acceso a la Vivienda y Fomento de la Edificación,78696244.85
2008,2,31,Sanidad,1745462706.13
2008,2,32,Educación,1027264990.80
2008,2,33,Cultura,122066836.82
2008,2,41,"Agricultura, Pesca y Alimentación",770315709.14
2008,2,42,Industria y Energía,49083642.37
2008,2,43,"Comercio, Turismo y Pymes",60183692.90
2008,2,45,Infraestructuras,364747529.93
2008,2,46,"Investigación, Desarrollo e Innovación",55462173.31
2008,2,49,Otras Actuaciones de Carácter Económico,25483308.68
2008,2,91,Alta Dirección,31079395.89
2008,2,92,Servicios de Carácter General,427345384.19
2008,2,93,Administración Financiera y Tributaria,115027713.53
2008,2,94,Transferencias a otras Administraciones Públicas,61592105.00
2008,2,95,Deuda Pública,143227792.05
2009,2,11,Justicia,61782670.17
2009,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,14747417.47
2009,2,14,Política Exterior,10740315.65
2009,2,21,Pensiones,5900000.00
2009,2,23,Servicios Sociales y Promoción Social,379438335.87
2009,2,24,Fomento del Empleo,139919406.02
2009,2,26,Acceso a la Vivienda y Fomento de la Edificación,77380796.98
2009,2,31,Sanidad,1877919179.16
2009,2,32,Educación,1059647423.54
2009,2,33,Cultura,82946493.91
2009,2,41,"Agricultura, Pesca y Alimentación",773097336.56
2009,2,42,Industria y Energía,51051415.09
2009,2,43,"Comercio, Turismo y Pymes",58387306.36
2009,2,45,Infraestructuras,408843954.78
2009,2,46,"Investigación, Desarrollo e Innovación",56935595.48
2009,2,49,Otras Actuaciones de Carácter Económico,27278215.72
2009,2,91,Alta Dirección,32594412.27
2009,2,92,Servicios de Carácter General,391034599.79
2009,2,93,Administración Financiera y Tributaria,122330893.48
2009,2,94,Transferencias a otras Administraciones Públicas,62605986.00
2009,2,95,Deuda Pública,143143473.72
2010,2,11,Justicia,65553956.65
2010,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,11802936.32
2010,2,14,Política Exterior,15489462.93
2010,2,21,Pensiones,5500000.00
2010,2,23,Servicios Sociales y Promoción Social,351679171.19
2010,2,24,Fomento del Empleo,139036098.11
2010,2,26,Acceso a la Vivienda y Fomento de la Edificación,80073575.60
2010,2,31,Sanidad,1891612563.76
2010,2,32,Educación,1055575428.04
2010,2,33,Cultura,69242237.64
2010,2,41,"Agricultura, Pesca y Alimentación",707762698.31
2010,2,42,Industria y Energía,46898732.76
2010,2,43,"Comercio, Turismo y Pymes",38168193.87
2010,2,45,Infraestructuras,363428464.67
2010,2,46,"Investigación, Desarrollo e Innovación",73355129.44
2010,2,49,Otras Actuaciones de Carácter Económico,25086601.28
2010,2,91,Alta Dirección,30723637.05
2010,2,92,Servicios de Carácter General,283402936.39
2010,2,93,Administración Financiera y Tributaria,98056122.84
2010,2,94,Transferencias a otras Administraciones Públicas,55789901.72
2010,2,95,Deuda Pública,312172123.94
2011,2,11,Justicia,68772783.08
2011,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,10399674.87
2011,2,14,Política Exterior,11824035.87
2011,2,21,Pensiones,7417700.00
2011,2,23,Servicios Sociales y Promoción Social,331055985.82
2011,2,24,Fomento del Empleo,143115701.14
2011,2,26,Acceso a la Vivienda y Fomento de la Edificación,58455395.67
2011,2,31,Sanidad,1835146797.11
2011,2,32,Educación,1005704252.03
2011,2,33,Cultura,45763535.40
2011,2,41,"Agricultura, Pesca y Alimentación",711391917.92
2011,2,42,Industria y Energía,46449651.46
2011,2,43,"Comercio, Turismo y Pymes",29404198.27
2011,2,45,Infraestructuras,290878415.54
2011,2,46,"Investigación, Desarrollo e Innovación",59891437.40
2011,2,49,Otras Actuaciones de Carácter Económico,21391967.29
2011,2,91,Alta Dirección,30844940.62
2011,2,92,Servicios de Carácter General,173890620.64
2011,2,93,Administración Financiera y Tributaria,94270828.12
2011,2,94,Transferencias a otras Administraciones Públicas,47167700.00
2011,2,95,Deuda Pública,270441818.98
2012,2,11,Justicia,70300539.61
2012,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,8455878.67
2012,2,14,Política Exterior,8810377.06
2012,2,21,Pensiones,5706110.00
2012,2,23,Servicios Sociales y Promoción Social,352283392.58
2012,2,24,Fomento del Empleo,138503287.50
2012,2,26,Acceso a la Vivienda y Fomento de la Edificación,54242597.80
2012,2,31,Sanidad,1843931019.96
2012,2,32,Educación,987561404.46
2012,2,33,Cultura,32866456.23
2012,2,41,"Agricultura, Pesca y Alimentación",724181508.60
2012,2,42,Industria y Energía,35522363.13
2012,2,43,"Comercio, Turismo y Pymes",18749764.23
2012,2,45,Infraestructuras,242011785.49
2012,2,46,"Investigación, Desarrollo e Innovación",54184440.01
2012,2,49,Otras Actuaciones de Carácter Económico,20224154.93
2012,2,91,Alta Dirección,26062049.79
2012,2,92,Servicios de Carácter General,156589931.88
2012,2,93,Administración Financiera y Tributaria,88802306.30
2012,2,94,Transferencias a otras Administraciones Públicas,42501000.00
2012,2,95,Deuda Pública,417150818.85
2013,2,11,Justicia,78793947.46
2013,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,6413521.66
2013,2,14,Política Exterior,5376132.74
2013,2,21,Pensiones,5169500.00
2013,2,23,Servicios Sociales y Promoción Social,301027016.10
2013,2,24,Fomento del Empleo,91671191.21
2013,2,26,Acceso a la Vivienda y Fomento de la Edificación,37594673.23
2013,2,31,Sanidad,1605287407.92
2013,2,32,Educación,886388021.20
2013,2,33,Cultura,25236549.66
2013,2,41,"Agricultura, Pesca y Alimentación",634574591.28
2013,2,42,Industria y Energía,27711019.23
2013,2,43,"Comercio, Turismo y Pymes",24343601.20
2013,2,45,Infraestructuras,242085107.95
2013,2,46,"Investigación, Desarrollo e Innovación",47604427.27
2013,2,49,Otras Actuaciones de Carácter Económico,17515727.16
2013,2,91,Alta Dirección,25131312.37
2013,2,92,Servicios de Carácter General,142689713.41
2013,2,93,Administración Financiera y Tributaria,90908811.30
2013,2,94,Transferencias a otras Administraciones Públicas,55419838.90
2013,2,95,Deuda Pública,756229117.33
2014,2,11,Justicia,73926472.09
2014,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,6546265.47
2014,2,14,Política Exterior,4932502.79
2014,2,21,Pensiones,4826000.00
2014,2,23,Servicios Sociales y Promoción Social,314224684.10
2014,2,24,Fomento del Empleo,92978250.44
2014,2,26,Acceso a la Vivienda y Fomento de la Edificación,26351591.75
2014,2,31,Sanidad,1592219503.82
2014,2,32,Educación,888562925.37
2014,2,33,Cultura,23519887.99
2014,2,41,"Agricultura, Pesca y Alimentación",656442685.29
2014,2,42,Industria y Energía,22786467.04
2014,2,43,"Comercio, Turismo y Pymes",25771035.64
2014,2,45,Infraestructuras,240771052.97
2014,2,46,"Investigación, Desarrollo e Innovación",59165128.32
2014,2,49,Otras Actuaciones de Carácter Económico,18885328.71
2014,2,91,Alta Dirección,25107222.99
2014,2,92,Servicios de Carácter General,168267229.06
2014,2,93,Administración Financiera y Tributaria,90727196.89
2014,2,94,Transferencias a otras Administraciones Públicas,64419838.90
2014,2,95,Deuda Pública,973097265.74
2015,2,11,Justicia,72288149.75
2015,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,8466077.25
2015,2,14,Política Exterior,4821092.79
2015,2,21,Pensiones,4336000.00
2015,2,23,Servicios Sociales y Promoción Social,318743673.55
2015,2,24,Fomento del Empleo,101025258.47
2015,2,26,Acceso a la Vivienda y Fomento de la Edificación,28128846.75
2015,2,31,Sanidad,1588676925.18
2015,2,32,Educación,887615567.81
2015,2,33,Cultura,24593506.12
2015,2,41,"Agricultura, Pesca y Alimentación",648055750.07
2015,2,42,Industria y Energía,21528096.99
2015,2,43,"Comercio, Turismo y Pymes",22282272.87
2015,2,44,Subvenciones al Transporte,12534631.92
2015,2,45,Infraestructuras,274976733.51
2015,2,46,"Investigación, Desarrollo e Innovación",61556811.43
2015,2,49,Otras Actuaciones de Carácter Económico,18639624.38
2015,2,91,Alta Dirección,25020085.83
2015,2,92,Servicios de Carácter General,164837618.52
2015,2,93,Administración Financiera y Tributaria,90575492.72
2015,2,94,Transferencias a otras Administraciones Públicas,60419838.83
2015,2,95,Deuda Pública,815332264.49
2006,3,11,Justicia,8576870.00
2006,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,26412042.00
2006,3,14,Política Exterior,12385209.00
2006,3,23,Servicios Sociales y Promoción Social,199705434.00
2006,3,24,Fomento del Empleo,150886835.00
2006,3,26,Acceso a la Vivienda y Fomento de la Edificación,73364960.00
2006,3,29,Gestión y Administración de la Seguridad Social,2344523.00
2006,3,31,Sanidad,1252547993.00
2006,3,32,Educación,710140184.00
2006,3,33,Cultura,117204078.00
2006,3,41,"Agricultura, Pesca y Alimentación",180614852.00
2006,3,42,Industria y Energía,74997472.00
2006,3,43,"Comercio, Turismo y Pymes",32277935.00
2006,3,45,Infraestructuras,375768052.00
2006,3,46,"Investigación, Desarrollo e Innovación",28974801.00
2006,3,49,Otras Actuaciones de Carácter Económico,44907541.00
2006,3,91,Alta Dirección,21579709.00
2006,3,92,Servicios de Carácter General,148821478.00
2006,3,93,Administración Financiera y Tributaria,71798065.00
2006,3,95,Deuda Pública,136600854.00
2007,3,11,Justicia,24106951.00
2007,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,29517848.00
2007,3,14,Política Exterior,14125719.00
2007,3,23,Servicios Sociales y Promoción Social,242247186.00
2007,3,24,Fomento del Empleo,162453980.00
2007,3,26,Acceso a la Vivienda y Fomento de la Edificación,88388031.00
2007,3,29,Gestión y Administración de la Seguridad Social,3175609.00
2007,3,31,Sanidad,1325725954.00
2007,3,32,Educación,780302104.00
2007,3,33,Cultura,118862225.00
2007,3,41,"Agricultura, Pesca y Alimentación",190292446.00
2007,3,42,Industria y Energía,81779665.00
2007,3,43,"Comercio, Turismo y Pymes",31727976.00
2007,3,45,Infraestructuras,399445532.00
2007,3,46,"Investigación, Desarrollo e Innovación",35851590.00
2007,3,49,Otras Actuaciones de Carácter Económico,41858807.00
2007,3,91,Alta Dirección,25873478.00
2007,3,92,Servicios de Carácter General,169098885.00
2007,3,93,Administración Financiera y Tributaria,73148228.00
2007,3,95,Deuda Pública,138300000.00
2008,3,11,Justicia,24766526.00
2008,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,28944327.00
2008,3,14,Política Exterior,14466164.00
2008,3,23,Servicios Sociales y Promoción Social,251123278.00
2008,3,24,Fomento del Empleo,157494756.00
2008,3,26,Acceso a la Vivienda y Fomento de la Edificación,62254950.00
2008,3,29,Gestión y Administración de la Seguridad Social,2550029.00
2008,3,31,Sanidad,1356892267.00
2008,3,32,Educación,812364836.00
2008,3,33,Cultura,93025439.00
2008,3,41,"Agricultura, Pesca y Alimentación",184468051.00
2008,3,42,Industria y Energía,85690341.00
2008,3,43,"Comercio, Turismo y Pymes",31175264.00
2008,3,45,Infraestructuras,363394525.00
2008,3,46,"Investigación, Desarrollo e Innovación",45327642.00
2008,3,49,Otras Actuaciones de Carácter Económico,37016590.00
2008,3,91,Alta Dirección,31483205.00
2008,3,92,Servicios de Carácter General,153914566.00
2008,3,93,Administración Financiera y Tributaria,34696711.00
2008,3,95,Deuda Pública,129300000.00
2009,3,11,Justicia,34217148.00
2009,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,28882163.00
2009,3,14,Política Exterior,15422118.00
2009,3,23,Servicios Sociales y Promoción Social,326114369.00
2009,3,24,Fomento del Empleo,176452697.00
2009,3,26,Acceso a la Vivienda y Fomento de la Edificación,87026882.00
2009,3,29,Gestión y Administración de la Seguridad Social,3247527.00
2009,3,31,Sanidad,1548491576.00
2009,3,32,Educación,844048209.00
2009,3,33,Cultura,119458997.00
2009,3,41,"Agricultura, Pesca y Alimentación",203036230.00
2009,3,42,Industria y Energía,88972832.00
2009,3,43,"Comercio, Turismo y Pymes",34213227.00
2009,3,45,Infraestructuras,472419927.00
2009,3,46,"Investigación, Desarrollo e Innovación",53736130.00
2009,3,49,Otras Actuaciones de Carácter Económico,45502302.00
2009,3,91,Alta Dirección,31746867.00
2009,3,92,Servicios de Carácter General,201200553.00
2009,3,93,Administración Financiera y Tributaria,48089031.00
2009,3,95,Deuda Pública,130000000.00
2010,3,11,Justicia,73051745.00
2010,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,25055663.00
2010,3,14,Política Exterior,14851980.00
2010,3,23,Servicios Sociales y Promoción Social,357511991.00
2010,3,24,Fomento del Empleo,146501132.00
2010,3,26,Acceso a la Vivienda y Fomento de la Edificación,70671096.00
2010,3,29,Gestión y Administración de la Seguridad Social,3246506.00
2010,3,31,Sanidad,1629215954.00
2010,3,32,Educación,831275399.00
2010,3,33,Cultura,95732562.00
2010,3,41,"Agricultura, Pesca y Alimentación",201727014.00
2010,3,42,Industria y Energía,75581178.00
2010,3,43,"Comercio, Turismo y Pymes",28440933.00
2010,3,45,Infraestructuras,468523115.00
2010,3,46,"Investigación, Desarrollo e Innovación",52387360.00
2010,3,49,Otras Actuaciones de Carácter Económico,41822060.00
2010,3,91,Alta Dirección,30439390.00
2010,3,92,Servicios de Carácter General,160512884.90
2010,3,93,Administración Financiera y Tributaria,128550281.10
2010,3,95,Deuda Pública,165000000.00
2011,3,11,Justicia,61666805.00
2011,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,21705490.00
2011,3,14,Política Exterior,14456972.00
2011,3,23,Servicios Sociales y Promoción Social,351979187.00
2011,3,24,Fomento del Empleo,145941293.00
2011,3,26,Acceso a la Vivienda y Fomento de la Edificación,73712582.00
2011,3,29,Gestión y Administración de la Seguridad Social,3350186.00
2011,3,31,Sanidad,1541902001.00
2011,3,32,Educación,783488102.00
2011,3,33,Cultura,83321068.00
2011,3,41,"Agricultura, Pesca y Alimentación",191058555.00
2011,3,42,Industria y Energía,54746816.00
2011,3,43,"Comercio, Turismo y Pymes",21324904.00
2011,3,45,Infraestructuras,477146065.00
2011,3,46,"Investigación, Desarrollo e Innovación",51396006.00
2011,3,49,Otras Actuaciones de Carácter Económico,31945034.00
2011,3,91,Alta Dirección,24754320.00
2011,3,92,Servicios de Carácter General,140086447.00
2011,3,93,Administración Financiera y Tributaria,73781598.00
2011,3,95,Deuda Pública,212700000.00
2012,3,11,Justicia,61666805.00
2012,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,21705490.00
2012,3,14,Política Exterior,14456972.00
2012,3,23,Servicios Sociales y Promoción Social,351949187.00
2012,3,24,Fomento del Empleo,145941293.00
2012,3,26,Acceso a la Vivienda y Fomento de la Edificación,73712582.00
2012,3,29,Gestión y Administración de la Seguridad Social,3350186.00
2012,3,31,Sanidad,1541902001.00
2012,3,32,Educación,783488102.00
2012,3,33,Cultura,83321068.00
2012,3,41,"Agricultura, Pesca y Alimentación",191058555.00
